ID_0,NAME_0,OCCUPANCY,MACRO_TAXO,TAXONOMY,BUILDINGS,TOTAL_AREA_SQM
THA,Thailand,Res,W,W/H:1/RES2,17,808.04223079
THA,Thailand,Res,N/A,N/A/H:2-3/RES4,16,3651.82893521
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:4-5/RES1,15,17989.5073198
THA,Thailand,Res,CR/MF,CR/MF/H:1/RES4,14,2365.09332076
THA,Thailand,Res,CR/MF,CR/MF/H:4-5/RES3,14,25553.8552161
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:2-3/RES3,13,10338.0748364
THA,Thailand,Res,S/LF,S/LF/H:1/RES5,13,2060.9025132799998
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:6-9/RES3F,12,60281.0016
THA,Thailand,Res,CR/MF,CR/MF/H:10+/RES4,12,312326.54238
THA,Thailand,Res,CR/MF,CR/MF/H:6-9/RES4,12,64861.4526919
THA,Thailand,Res,S/LF,S/LF/H:1/RES4,12,1352.96605189
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:4-5/RES3D,11,9284.5225584
THA,Thailand,Res,CR/LFINF+FS,CR/LFINF+FS/H:2-3/RES5,11,17343.29544
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:6-9/RES5,10,37851.4391264
THA,Thailand,Res,MH,MH/H:1/RES2,10,457.76007676
THA,Thailand,Res,S/MF,S/MF/H:2-3/RES1,10,2345.889559
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:4-5/RES3F,9,42605.570851
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:6-9/RES1,9,22638.9434873
THA,Thailand,Res,CR/MF,CR/MF/H:2-3/RES3,9,22128.977311
THA,Thailand,Res,CR/MF,CR/MF/H:6-9/RES3,9,39728.834888
THA,Thailand,Res,CR/LFINF+FS,CR/LFINF+FS/H:4-5/RES5,8,30166.762674999998
THA,Thailand,Res,PCR/LWAL,PCR/LWAL/H:2-3/RES1,8,1618.0032993
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:1/RES3A,7,646.19235266
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:10+/RES3,7,123464.36372699999
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:6-9/RES3F,7,31134.890924
THA,Thailand,Res,CR/LFINF+FS,CR/LFINF+FS/H:4-5/RES3,7,8404.8552637
THA,Thailand,Res,CR/LFINF+FS,CR/LFINF+FS/H:6-9/RES3,7,30462.287402
THA,Thailand,Res,CR/MF,CR/MF/H:4-5/RES1,7,9551.3296607
THA,Thailand,Res,S/LF,S/LF/H:1/RES2,7,536.09946741
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:2-3/RES6,6,3466.5235965
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:6-9/RES1,6,13329.4792069
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:1/RES6,5,658.38885289
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:2-3/RES2,5,40053.1113413
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:2-3/RES3A,5,1868.8341231
THA,Thailand,Res,CR/MF,CR/MF/H:1/RES5,5,329.5219242
THA,Thailand,Res,MUR/LWAL,MUR/LWAL/H:1/RES1,5,514.28356683
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:1/RES2,4,374.59884664000003
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:1/RES3D,4,1450.1121083
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:10+/RES4,4,104717.17421099999
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:1/RES1,4,531.03927501
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:4-5/RES3E,4,4737.4480196
THA,Thailand,Res,MH,MH/H:1/RES1,4,298.88091449
THA,Thailand,Res,N/A,N/A/H:2-3/RES5,4,3429.7075176
THA,Thailand,Res,N/A,N/A/H:6-9/RES4,4,9879.3239866
THA,Thailand,Res,S/LF,S/LF/H:2-3/RES4,4,3638.3963492999997
THA,Thailand,Res,S/MF,S/MF/H:1/RES2,4,174.93522611
THA,Thailand,Res,S/MF,S/MF/H:1/RES5,4,252.60341079
THA,Thailand,Res,W,W/H:2-3/RES5,4,1659.725129
THA,Thailand,Res,N/A,N/A/H:10+/RES3,3,54564.987052
THA,Thailand,Res,N/A,N/A/H:2-3/RES3,3,1473.001953
THA,Thailand,Res,CR/LFINF+FS,CR/LFINF+FS/H:2-3/RES4,2,807.2262284
THA,Thailand,Res,CR/LFINF+FS,CR/LFINF+FS/H:4-5/RES4,2,7963.043597
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:6-9/RES3E,2,8727.126813
THA,Thailand,Res,N/A,N/A/H:1/RES4,2,587.0053519999999
THA,Thailand,Res,W,W/H:2-3/RES3C,2,630.3052445000001
THA,Thailand,Res,W,W/H:2-3/RES6,2,344.578736
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:10+/RES1,1,1355.81043
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:10+/RES5,1,20665.69533
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:2-3/RES3F,1,2432.098604
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:4-5/RES3A,1,5612.114679
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:4-5/RES3B,1,823.0246279
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:4-5/RES3C,1,699.3576596
THA,Thailand,Res,CR/LFINF,CR/LFINF/H:4-5/RES6,1,833.3413066
THA,Thailand,Res,CR/LFINF+FS,CR/LFINF+FS/H:10+/RES3,1,28173.11756
THA,Thailand,Res,CR/LFINF+FS,CR/LFINF+FS/H:2-3/RES3,1,599.7151345
THA,Thailand,Res,CR/LFINF+FS,CR/LFINF+FS/H:6-9/RES3F,1,6786.785798
THA,Thailand,Res,CR/LFINF+FS,CR/LFINF+FS/H:6-9/RES4,1,8797.541519
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:1/RES3,1,541.5778969
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:10+/RES3F,1,8609.316808
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:10+/RES5,1,11794.93473
THA,Thailand,Res,CR/LWAL,CR/LWAL/H:2-3/RES3E,1,1738.33398
THA,Thailand,Res,CR/MF,CR/MF/H:10+/RES3,1,2205.067874
THA,Thailand,Res,CR/MF,CR/MF/H:2-3/RES3C,1,1088.787094
THA,Thailand,Res,CR/MF,CR/MF/H:2-3/RES3D,1,319.0274951
THA,Thailand,Res,MH,MH/H:2-3/RES1,1,247.816616
THA,Thailand,Res,MUR/LWAL,MUR/LWAL/H:2-3/RES1,1,238.5586602
THA,Thailand,Res,S/BF,S/BF/H:2-3/RES1,1,86.72134433
THA,Thailand,Res,S/BF,S/BF/H:4-5/RES3,1,2875.029217
THA,Thailand,Res,S/BF,S/BF/H:6-9/RES3F,1,4683.386756
THA,Thailand,Res,S/LF,S/LF/H:1/RES6,1,23.29811118
THA,Thailand,Res,S/LF,S/LF/H:2-3/RES3,1,393.3210052
THA,Thailand,Res,S/LF,S/LF/H:2-3/RES5,1,341.5988328
THA,Thailand,Res,S/LF,S/LF/H:4-5/RES1,1,259.969728
THA,Thailand,Res,S/LFINF,S/LFINF/H:1/RES4,1,150.5092769
THA,Thailand,Res,S/LWAL,S/LWAL/H:1/RES2,1,69.21144241
THA,Thailand,Res,S/MF,S/MF/H:1/RES3,1,120.9261555
THA,Thailand,Res,S/MF,S/MF/H:1/RES3B,1,166.1781323
THA,Thailand,Res,S/MF,S/MF/H:1/RES4,1,208.6597975
THA,Thailand,Res,S/MF,S/MF/H:2-3/RES3,1,119.0208838
THA,Thailand,Res,S/MF,S/MF/H:2-3/RES5,1,2666.249221
THA,Thailand,Res,W,W/H:1/RES3A,1,107.0522785
